,ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,numberofkids,Age,AgeCategory
1179,5735,1991,Master,unmarried,90638,13-02-2014,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,0,23,Adult
1180,359,1950,Graduation,married,48070,13-01-2013,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,1,63,Elder
1181,8387,1957,Graduation,married,43140,05-01-2013,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,1,56,Elder
1182,1829,1961,PhD,divorced,54959,19-01-2013,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,1,52,Elder
1183,3839,1958,Basic,unmarried,15056,03-05-2013,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,2,55,Elder
1184,9392,1971,Graduation,unmarried,26954,08-05-2014,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,43,Adult
1185,2292,1985,Graduation,unmarried,22327,02-08-2013,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,28,Adult
1186,10466,1965,Graduation,married,44393,22-08-2013,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,2,48,Adult
1187,9855,1952,PhD,unmarried,62000,25-08-2013,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,1,61,Elder
1188,4088,1962,PhD,married,31497,06-12-2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,1,50,Elder
1189,5231,1974,2n Cycle,married,45894,27-02-2014,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2,40,Adult
1190,590,1970,Master,divorced,78579,22-12-2012,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,0,42,Adult
1191,8732,1969,Master,unmarried,67369,17-11-2012,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,1,43,Adult
1192,2315,1960,Graduation,divorced,58401,20-04-2014,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,1,54,Elder
1193,3515,1952,Graduation,unmarried,62307,17-02-2014,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,1,62,Elder
1194,2245,1969,Master,married,43641,22-04-2013,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,2,44,Adult
1195,6283,1968,Master,divorced,63841,21-04-2013,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,1,45,Adult
1196,2246,1965,2n Cycle,married,46891,01-09-2013,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,1,48,Adult
1197,6606,1969,Master,married,70091,31-03-2013,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,1,44,Adult
1198,5545,1972,PhD,married,78075,05-04-2014,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,0,42,Adult
1199,7342,1961,2n Cycle,unmarried,59184,09-09-2012,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,1,51,Elder
1200,837,1977,Graduation,married,54809,11-09-2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,2,36,Adult
1201,9500,1959,Graduation,married,58113,25-01-2013,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,1,54,Elder
1202,3602,1958,Master,married,51412,31-12-2013,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,1,55,Elder
1203,234,1979,Graduation,divorced,15287,10-10-2012,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,1,33,Adult
1204,2995,1957,Master,married,66636,17-08-2013,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,0,56,Elder
1205,1118,1956,Master,married,50965,20-02-2013,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,1,57,Elder
1206,7789,1965,PhD,married,84618,22-11-2013,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,0,48,Adult
1207,3068,1990,Graduation,married,18351,29-10-2013,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,0,23,Adult
1208,8955,1957,PhD,married,40451,16-02-2014,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,2,57,Elder
1209,945,1965,Graduation,married,36317,22-05-2013,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,1,48,Adult
1210,5644,1957,Graduation,married,42213,12-10-2013,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,1,56,Elder
1211,7192,1955,Graduation,married,65748,15-04-2013,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,1,58,Elder
1212,2324,1972,Graduation,married,77044,27-10-2013,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,1,41,Adult
1213,697,1969,Graduation,married,74918,12-03-2013,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,0,44,Adult
1214,3439,1972,Graduation,married,56721,31-10-2012,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,2,40,Adult
1215,1506,1975,Graduation,unmarried,42160,28-06-2013,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,2,38,Adult
1216,232,1965,Graduation,unmarried,61559,17-07-2013,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,1,48,Adult
1217,8876,1963,PhD,married,33629,08-08-2012,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,2,49,Adult
1218,4500,1991,PhD,married,68682,06-10-2013,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,0,22,Adult
1219,9739,1963,Graduation,unmarried,34377,19-01-2013,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,1,50,Elder
1220,10395,1986,Basic,unmarried,8940,22-08-2012,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,1,26,Adult
1221,1176,1973,Graduation,married,26228,22-09-2013,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,40,Adult
1222,1627,1957,2n Cycle,divorced,77297,26-01-2013,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,0,56,Elder
1223,938,1981,Graduation,married,40211,30-07-2013,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,2,32,Adult
1224,2740,1958,PhD,unmarried,33438,22-09-2013,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,2,55,Elder
1225,257,1959,PhD,married,75032,28-04-2013,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,1,54,Elder
1226,4058,1955,PhD,unmarried,61284,12-10-2013,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,0,58,Elder
1227,7736,1986,Graduation,married,22518,22-10-2012,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,1,26,Adult
1228,8210,1975,Master,married,54730,15-08-2013,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,1,38,Adult
1229,833,1955,Master,married,38452,30-03-2014,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,2,59,Elder
1230,6230,1971,Graduation,divorced,44421,15-02-2013,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,2,42,Adult
1231,7325,1986,PhD,married,38197,29-06-2013,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,27,Adult
1232,1307,1978,Graduation,divorced,41986,09-02-2014,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,1,36,Adult
1233,1502,1983,Graduation,married,28427,21-03-2013,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,30,Adult
1234,6211,1976,PhD,married,37395,02-05-2014,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,1,38,Adult
1235,843,1971,Graduation,married,64722,26-05-2014,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,1,43,Adult
1236,4174,1956,Master,married,55249,17-04-2014,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,1,58,Elder
1237,9757,1972,Graduation,married,84906,04-10-2013,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,0,41,Adult
1238,6918,1989,Graduation,married,28691,04-07-2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,24,Adult
1239,286,1952,Graduation,unmarried,44213,29-11-2013,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,2,61,Elder
1240,11086,1984,Basic,unmarried,25707,18-01-2014,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,30,Adult
1241,1921,1967,PhD,married,59062,03-10-2013,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,3,46,Adult
1242,4138,1962,Graduation,unmarried,76624,24-05-2014,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,1,52,Elder
1243,7718,1947,Master,married,66000,20-04-2014,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,0,67,Elder
1244,1291,1978,PhD,married,27683,04-08-2012,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,1,34,Adult
1245,6862,1971,Graduation,divorced,1730,18-05-2014,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,0,43,Adult
1246,4136,1992,Basic,unmarried,7500,03-12-2012,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,1,20,Adult
1247,803,1968,Graduation,married,40521,05-04-2013,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,2,45,Adult
1248,4298,1973,PhD,married,20427,24-03-2014,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,41,Adult
1249,10833,1975,Graduation,married,65106,24-05-2014,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,1,39,Adult
1250,9606,1965,PhD,married,69969,27-08-2013,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,0,48,Adult
1251,8534,1952,Graduation,married,67433,16-07-2013,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,2,61,Elder
1252,5153,1967,PhD,married,77766,22-02-2013,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,1,46,Adult
1253,961,1972,Graduation,married,74716,12-09-2013,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,1,41,Adult
1254,5011,1963,Graduation,divorced,68118,18-10-2013,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,1,50,Elder
1255,6653,1970,PhD,married,55158,30-07-2012,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,2,42,Adult
1256,9094,1955,2n Cycle,married,62972,03-08-2012,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,1,57,Elder
1257,810,1975,Graduation,married,74190,12-05-2014,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,1,39,Adult
1258,5493,1976,Graduation,married,39356,19-03-2014,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,2,38,Adult
1259,2147,1969,Graduation,married,76653,16-08-2013,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,0,44,Adult
1260,5107,1973,PhD,divorced,35860,19-05-2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,2,41,Adult
1261,3979,1983,PhD,divorced,90687,22-05-2013,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,0,30,Adult
1262,6049,1982,Master,married,73450,05-12-2013,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,0,31,Adult
1263,8147,1960,Graduation,married,31454,06-07-2013,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,2,53,Elder
1264,1857,1952,Graduation,unmarried,47139,06-03-2014,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,2,62,Elder
1265,3910,1975,Graduation,divorced,83829,08-10-2013,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,0,38,Adult
1266,5207,1963,PhD,married,53378,24-09-2012,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,2,49,Adult
1267,11114,1970,Graduation,married,19656,08-02-2013,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,1,43,Adult
1268,5429,1948,PhD,married,45579,20-08-2013,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,1,65,Elder
1269,9400,1958,2n Cycle,unmarried,85485,21-06-2014,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,0,56,Elder
1270,1740,1944,Graduation,married,55956,07-04-2014,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,0,70,Elder
1271,7488,1963,Master,unmarried,64191,22-01-2013,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,1,50,Elder
1272,195,1972,Graduation,unmarried,38808,26-08-2012,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,1,40,Adult
1273,635,1966,Master,married,57183,19-03-2013,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,2,47,Adult
1274,7527,1968,Master,divorced,23748,21-11-2012,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,1,44,Adult
1275,10319,1971,Graduation,married,66303,26-02-2013,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,1,42,Adult
1276,2296,1975,Master,married,37368,16-12-2013,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,1,38,Adult
1277,10637,1964,Graduation,married,40800,01-01-2013,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,3,49,Adult
1278,2931,1978,Graduation,divorced,71847,21-09-2012,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,0,34,Adult
1279,907,1975,Graduation,married,46149,29-11-2013,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,1,38,Adult
1280,3698,1983,Graduation,married,78687,09-08-2012,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,0,29,Adult
1281,9516,1971,2n Cycle,divorced,49118,18-08-2012,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,0,41,Adult
1282,679,1957,PhD,married,37633,20-09-2012,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,2,55,Elder
1283,7384,1951,Master,married,39767,21-07-2013,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,0,62,Elder
1284,5043,1951,Basic,married,26997,05-11-2012,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,0,61,Elder
1285,5267,1970,Graduation,divorced,33986,14-03-2013,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,43,Adult
1286,339,1972,PhD,married,57091,23-11-2012,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,1,40,Adult
1287,2516,1969,2n Cycle,married,46831,08-06-2013,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,2,44,Adult
1288,9010,1972,Master,married,83151,10-02-2013,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,0,41,Adult
1289,378,1971,Graduation,married,52531,30-12-2012,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,0,41,Adult
1290,4808,1956,Graduation,married,15759,05-09-2013,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,57,Elder
1291,5068,1971,Graduation,unmarried,22804,31-07-2013,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,1,42,Adult
1292,7628,1973,2n Cycle,married,43050,18-03-2014,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,1,41,Adult
1293,7128,1977,PhD,unmarried,42997,07-12-2013,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2,36,Adult
1294,2811,1963,PhD,unmarried,48918,12-04-2014,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,2,51,Elder
1295,3551,1954,Master,married,60033,29-03-2014,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,1,60,Elder
1296,1663,1978,PhD,married,34043,25-10-2013,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,1,35,Adult
1297,5543,1966,Graduation,married,57811,24-06-2013,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,1,47,Adult
1298,1577,1946,Graduation,married,78569,19-02-2014,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,0,68,Elder
1299,10641,1978,Graduation,unmarried,7500,27-12-2012,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,2,34,Adult
1300,5336,1971,Master,married,157733,04-06-2013,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,3,11,0,1,42,Adult
1301,6024,1953,Graduation,married,94384,04-03-2013,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,0,60,Elder
1302,1878,1985,2n Cycle,married,23148,18-02-2014,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,0,29,Adult
1303,3099,1970,Graduation,divorced,44267,25-02-2013,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,2,43,Adult
1304,6055,1979,Graduation,married,71626,01-11-2012,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,0,33,Adult
1305,5841,1966,Graduation,married,60894,28-06-2013,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,1,47,Adult
1306,3972,1976,Graduation,married,50200,03-04-2013,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,2,37,Adult
1307,4394,1965,PhD,married,81051,23-05-2014,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,0,49,Adult
1308,5758,1982,Graduation,married,65169,14-01-2014,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,0,32,Adult
1309,6658,1972,Graduation,married,59868,22-07-2013,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,1,41,Adult
1310,4603,1960,PhD,married,65695,31-01-2014,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,1,54,Elder
1311,8427,1956,Master,unmarried,64857,23-11-2012,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,0,56,Elder
1312,10260,1965,Master,married,45143,26-08-2013,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,1,48,Adult
1313,7143,1955,2n Cycle,married,74805,06-11-2013,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,1,58,Elder
1314,8789,1989,2n Cycle,married,59060,11-01-2014,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,1,25,Adult
1315,6197,1962,PhD,unmarried,27238,20-04-2013,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,2,51,Elder
1316,4554,1965,Graduation,married,47009,01-10-2013,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,1,48,Adult
1317,4937,1973,2n Cycle,married,46094,10-06-2014,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2,41,Adult
1318,1920,1972,Graduation,married,40321,29-07-2013,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,2,41,Adult
1319,8749,1984,Graduation,married,37235,01-02-2014,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,1,30,Adult
1320,1650,1960,Master,married,81843,22-04-2013,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,0,53,Elder
1321,10377,1958,Master,married,46692,06-06-2013,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,1,55,Elder
1322,9206,1968,Graduation,married,77382,07-01-2014,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,1,46,Adult
1323,10971,1977,Graduation,unmarried,37774,03-09-2012,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,3,11,1,2,35,Adult
1324,6398,1974,Basic,married,18393,29-03-2014,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,3,11,0,1,40,Adult
1325,9212,1962,Master,married,72828,14-02-2013,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,3,11,0,1,51,Elder
1326,7937,1982,Graduation,married,24711,18-04-2014,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,3,11,0,0,32,Adult
1327,839,1975,PhD,married,45503,25-09-2013,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,3,11,0,1,38,Adult
1328,4246,1982,Master,unmarried,6560,12-12-2013,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,3,11,0,0,31,Adult
1329,158,1945,PhD,married,71604,17-11-2013,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1,0,68,Elder
1330,4832,1979,Graduation,married,27244,07-03-2014,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,1,35,Adult
1331,5621,1969,Graduation,married,48752,12-12-2012,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,2,43,Adult
1332,1945,1962,Graduation,married,71434,18-09-2013,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,3,11,0,1,51,Elder
1333,5147,1948,Graduation,unmarried,90842,29-07-2013,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,0,65,Elder
1334,2535,1978,Master,married,88097,18-08-2012,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,1,1,34,Adult
1335,11039,1975,Graduation,married,51948,17-09-2013,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0,1,38,Adult
1336,9495,1982,Graduation,married,71853,08-05-2013,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,0,31,Adult
1337,9635,1983,Master,married,35876,20-04-2014,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,3,11,0,0,31,Adult
1338,2173,1952,Graduation,unmarried,40049,16-10-2013,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,1,61,Elder
1339,942,1982,Graduation,unmarried,39660,08-08-2012,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,1,30,Adult
1340,9386,1962,Graduation,married,50127,29-05-2014,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,3,11,0,1,52,Elder
1341,5510,1977,Master,married,43263,21-11-2012,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,3,11,0,1,35,Adult
1342,873,1949,Master,married,62845,01-10-2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,1,2,63,Elder
1343,2253,1990,Graduation,married,18929,16-02-2013,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,0,23,Adult
1344,5181,1982,Basic,unmarried,24367,20-03-2013,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,1,31,Adult
1345,979,1975,Graduation,unmarried,33249,20-02-2013,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,1,38,Adult
1346,10390,1959,2n Cycle,married,26887,10-02-2013,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,3,11,0,1,54,Elder
1347,4698,1983,PhD,married,50150,20-06-2013,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,0,30,Adult
1348,7793,1976,Graduation,married,62061,31-08-2013,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,3,11,0,1,37,Adult
1349,1745,1962,PhD,divorced,85696,03-05-2013,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,0,51,Elder
1350,10590,1956,PhD,married,76542,30-03-2013,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,3,11,0,0,57,Elder
1351,5080,1993,Graduation,unmarried,70515,21-10-2013,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1,0,20,Adult
1352,8369,1987,Graduation,married,18227,08-11-2012,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,1,25,Adult
1353,5232,1965,Graduation,married,69139,27-01-2014,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,0,1,49,Adult
1354,2407,1982,Graduation,married,69109,09-11-2012,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,0,30,Adult
1355,3834,1962,Graduation,unmarried,69627,17-03-2013,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,3,11,0,1,51,Elder
1356,7912,1978,Graduation,married,38136,22-04-2013,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,3,11,0,1,35,Adult
1357,7712,1946,PhD,unmarried,62159,28-04-2014,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,3,11,0,0,68,Elder
1358,1065,1963,Graduation,unmarried,80695,29-12-2013,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,3,11,0,0,50,Elder
